Technology,Country,Year,mean,std
LiB,China,2039,47118.06399204657,4186.52389342501
LiB,China,2040,48373.2671603116,4298.050930168028
LiB,China,2041,49628.47032857663,4409.577966911031
LiB,China,2042,50883.673496841664,4521.105003654044
LiB,China,2043,52138.87666510669,4632.632040397049
LiB,China,2044,53394.07983337173,4744.15907714006
LiB,China,2045,54649.283001636766,4855.686113883078
LiB,China,2046,55904.48616990179,4967.213150626082
LiB,China,2047,57159.68933816683,5078.740187369092
LiB,China,2048,58414.892506431854,5190.2672241120945
LiB,China,2049,59670.09567469688,5301.794260855115
LiB,China,2050,60925.29884296192,5413.32129759813
LiB,United Kingdom,2030,3891.4620158638913,150.10382352705503
LiB,United Kingdom,2031,4028.904409340013,155.4053345495057
LiB,United Kingdom,2032,4166.346802816134,160.70684557195608
LiB,United Kingdom,2033,4303.789196292256,166.00835659440702
LiB,United Kingdom,2034,4441.2315897683775,171.30986761685676
LiB,United Kingdom,2035,4578.673983244498,176.61137863930838
LiB,United Kingdom,2036,4716.11637672062,181.91288966175887
LiB,United Kingdom,2037,4853.5587701967415,187.2144006842098
LiB,United Kingdom,2038,4991.001163672863,192.51591170666052
LiB,United Kingdom,2039,5128.443557148984,197.81742272911075
LiB,United Kingdom,2040,5265.885950625106,203.11893375156117
LiB,United Kingdom,2041,5403.328344101227,208.4204447740114
LiB,United Kingdom,2042,5540.770737577349,213.72195579646302
LiB,United Kingdom,2043,5678.2131310534705,219.0234668189138
LiB,United Kingdom,2044,5815.65552452959,224.32497784136447
LiB,United Kingdom,2045,5953.097918005712,229.62648886381498
LiB,United Kingdom,2046,6090.540311481834,234.9279998862649
LiB,United Kingdom,2047,6227.982704957955,240.2295109087158
LiB,United Kingdom,2048,6365.425098434076,245.53102193116607
LiB,United Kingdom,2049,6502.867491910198,250.8325329536177
LiB,United Kingdom,2050,6640.309885386319,256.1340439760675
LiB,United States,2030,37650.40238978237,2281.6130749315666
LiB,United States,2031,38972.52682071544,2361.733769421688
LiB,United States,2032,40294.651251648495,2441.8544639118013
LiB,United States,2033,41616.77568258155,2521.975158401915
LiB,United States,2034,42938.90011351462,2602.0958528920282
LiB,United States,2035,44261.02454444768,2682.216547382146
LiB,United States,2036,45583.14897538073,2762.3372418722593
LiB,United States,2037,46905.27340631379,2842.45793636238
LiB,United States,2038,48227.397837246855,2922.5786308524953
LiB,United States,2039,49549.52226817992,3002.6993253426076
LiB,United States,2040,50871.64669911298,3082.8200198327286
LiB,United States,2041,52193.77113004603,3162.9407143228345
LiB,United States,2042,53515.895560979094,3243.061408812959
LiB,United States,2043,54838.01999191216,3323.1821033030765
LiB,United States,2044,56160.14442284522,3403.3027977931883
LiB,United States,2045,57482.268853778274,3483.4234922833034
LiB,United States,2046,58804.39328471135,3563.544186773413
LiB,United States,2047,60126.517715644404,3643.6648812635253
LiB,United States,2048,61448.642146577455,3723.7855757536504
LiB,United States,2049,62770.76657751052,3803.906270243765
LiB,United States,2050,64092.89100844358,3884.0269647338796
PHS,Brazil,2030,2592.7044,21.548444096963735
PHS,Brazil,2031,2592.7044,21.548444096963735
PHS,Brazil,2032,2592.7044,21.548444096963735
PHS,Brazil,2033,2592.7044,21.548444096963735
PHS,Brazil,2034,2592.7044,21.548444096963735
PHS,Brazil,2035,2592.7044,21.548444096963735
PHS,Brazil,2036,2592.7044,21.548444096963735
PHS,Brazil,2037,2592.7044,21.548444096963735
PHS,Brazil,2038,2592.7044,21.548444096963735
PHS,Brazil,2039,2592.7044,21.548444096963735
PHS,Brazil,2040,2592.7044,21.548444096963735
PHS,Brazil,2041,2592.7044,21.548444096963735
PHS,Brazil,2042,2592.7044,21.548444096963735
PHS,Brazil,2043,2592.7044,21.548444096963735
PHS,Brazil,2044,2592.7044,21.548444096963735
PHS,Brazil,2045,2592.7044,21.548444096963735
PHS,Brazil,2046,2592.7044,21.548444096963735
PHS,Brazil,2047,2592.7044,21.548444096963735
PHS,Brazil,2048,2592.7044,21.548444096963735
PHS,Brazil,2049,2592.7044,21.548444096963735
PHS,Brazil,2050,2592.7044,21.548444096963735
PHS,China,2030,381784.8565419501,32560.260778310138
PHS,China,2031,381784.85876276187,32560.260322092185
PHS,China,2032,381784.8609835738,32560.25986587429
PHS,China,2033,381784.8632043856,32560.25940965638
PHS,China,2034,381784.86542519747,32560.258953438464
PHS,China,2035,381784.86764600937,32560.25849722052
PHS,China,2036,381784.8698668212,32560.258041002566
PHS,China,2037,381784.87208763306,32560.25758478466
PHS,China,2038,381784.87430844497,32560.257128566718
PHS,China,2039,381784.8765292568,32560.25667234882
PHS,China,2040,381784.8787500686,32560.25621613083
PHS,China,2041,381784.88097088056,32560.255759912936
PHS,China,2042,381784.88319169235,32560.255303695038
PHS,China,2043,381784.88541250426,32560.254847477096
PHS,China,2044,381784.88763331604,32560.25439125918
PHS,China,2045,381784.88985412795,32560.25393504121
PHS,China,2046,381784.8920749398,32560.25347882327
PHS,China,2047,381784.89429575164,32560.253022605364
PHS,China,2048,381784.89651656355,32560.252566387408
PHS,China,2049,381784.8987373754,32560.252110169513
PHS,China,2050,381784.90095818724,32560.251653951604
PHS,United Kingdom,2030,36679.52442980593,1426.4259500424357
PHS,United Kingdom,2031,36755.07626105233,1429.3640768128541
PHS,United Kingdom,2032,36830.62809229872,1432.3022035832653
PHS,United Kingdom,2033,36906.17992354512,1435.240330353684
PHS,United Kingdom,2034,36981.731754791515,1438.1784571240953
PHS,United Kingdom,2035,37057.283586037905,1441.1165838945083
PHS,United Kingdom,2036,37132.8354172843,1444.0547106649278
PHS,United Kingdom,2037,37208.3872485307,1446.9928374353462
PHS,United Kingdom,2038,37283.9390797771,1449.9309642057592
PHS,United Kingdom,2039,37359.49091102349,1452.8690909761706
PHS,United Kingdom,2040,37435.04274226988,1455.8072177465892
PHS,United Kingdom,2041,37510.594573516275,1458.7453445170001
PHS,United Kingdom,2042,37586.14640476267,1461.6834712874188
PHS,United Kingdom,2043,37661.69823600906,1464.6215980578324
PHS,United Kingdom,2044,37737.25006725546,1467.5597248282452
PHS,United Kingdom,2045,37812.80189850185,1470.4978515986625
PHS,United Kingdom,2046,37888.35372974825,1473.4359783690754
PHS,United Kingdom,2047,37963.90556099464,1476.3741051394888
PHS,United Kingdom,2048,38039.457392241035,1479.3122319099077
PHS,United Kingdom,2049,38115.00922348743,1482.2503586803134
PHS,United Kingdom,2050,38190.56105473382,1485.1884854507323
PHS,United States,2030,243769.2528011666,8618.657643663768
PHS,United States,2031,242179.89885329604,8562.464758820126
PHS,United States,2032,240590.54490542543,8506.271873976455
PHS,United States,2033,239001.19095755485,8450.078989132802
PHS,United States,2034,237411.8370096842,8393.886104289131
PHS,United States,2035,235822.48306181366,8337.693219445478
PHS,United States,2036,234233.12911394305,8281.500334601798
PHS,United States,2037,232643.77516607245,8225.307449758162
PHS,United States,2038,231054.42121820184,8169.114564914501
PHS,United States,2039,229465.06727033123,8112.92168007081
PHS,United States,2040,227875.71332246065,8056.728795227169
PHS,United States,2041,226286.35937459007,8000.535910383527
PHS,United States,2042,224697.00542671946,7944.343025539846
PHS,United States,2043,223107.6514788489,7888.15014069618
PHS,United States,2044,221518.2975309783,7831.957255852522
PHS,United States,2045,219928.94358310767,7775.764371008841
PHS,United States,2046,218339.5896352371,7719.571486165205
PHS,United States,2047,216750.23568736645,7663.378601321535
PHS,United States,2048,215160.88173949588,7607.185716477884
PHS,United States,2049,213571.52779162527,7550.992831634212
PHS,United States,2050,211982.1738437547,7494.799946790576
