Technology,Country,Year,Sample,Sample_GWh
LiB,China,2038,45924.83635181597,45.92483635181597
LiB,China,2039,47108.99439821018,47.108994398210186
LiB,China,2040,48452.78524492391,48.45278524492391
LiB,China,2041,49737.837163846336,49.737837163846336
LiB,China,2042,50901.053529638295,50.9010535296383
LiB,China,2043,52152.28273711918,52.15228273711918
LiB,China,2044,53379.309650082374,53.37930965008238
LiB,China,2045,54617.74827639045,54.61774827639045
LiB,China,2046,55810.22314414909,55.810223144149084
LiB,China,2047,57541.65287194673,57.54165287194673
LiB,China,2048,58181.73381343233,58.18173381343233
LiB,China,2049,59731.72295608011,59.73172295608011
LiB,China,2050,61164.66403875294,61.16466403875294
LiB,United Kingdom,2030,3890.568730352022,3.890568730352022
LiB,United Kingdom,2031,4033.1842625587374,4.033184262558738
LiB,United Kingdom,2032,4168.963042322486,4.168963042322487
LiB,United Kingdom,2033,4298.270878228642,4.298270878228641
LiB,United Kingdom,2034,4432.072706993887,4.432072706993886
LiB,United Kingdom,2035,4574.259167104467,4.574259167104468
LiB,United Kingdom,2036,4703.929899125811,4.703929899125811
LiB,United Kingdom,2037,4850.716452359597,4.850716452359596
LiB,United Kingdom,2038,4990.403739524295,4.990403739524295
LiB,United Kingdom,2039,5122.589064375001,5.122589064375001
LiB,United Kingdom,2040,5263.543252586971,5.263543252586971
LiB,United Kingdom,2041,5398.074889435571,5.398074889435571
LiB,United Kingdom,2042,5543.497118494798,5.543497118494798
LiB,United Kingdom,2043,5684.106651876692,5.684106651876692
LiB,United Kingdom,2044,5814.151168827978,5.814151168827978
LiB,United Kingdom,2045,5942.499073526971,5.942499073526971
LiB,United Kingdom,2046,6093.716113976785,6.093716113976785
LiB,United Kingdom,2047,6231.419288828564,6.231419288828564
LiB,United Kingdom,2048,6381.578581700685,6.381578581700685
LiB,United Kingdom,2049,6506.259784898572,6.506259784898573
LiB,United Kingdom,2050,6632.327781863174,6.632327781863174
LiB,United States,2030,37581.75912494909,37.58175912494909
LiB,United States,2031,38937.470309135686,38.93747030913568
LiB,United States,2032,40334.566493872495,40.334566493872494
LiB,United States,2033,41645.37150108264,41.64537150108264
LiB,United States,2034,42922.003611584056,42.92200361158405
LiB,United States,2035,44322.705273964864,44.322705273964864
LiB,United States,2036,45460.54327452546,45.460543274525456
LiB,United States,2037,46988.459280213734,46.98845928021373
LiB,United States,2038,48026.48110426902,48.02648110426902
LiB,United States,2039,49545.39611116648,49.54539611116648
LiB,United States,2040,51013.81021447959,51.01381021447959
LiB,United States,2041,52245.971468189186,52.24597146818918
LiB,United States,2042,53577.989167234075,53.57798916723407
LiB,United States,2043,54848.25029685131,54.848250296851305
LiB,United States,2044,55966.453267129546,55.966453267129545
LiB,United States,2045,57434.756331434015,57.434756331434016
LiB,United States,2046,58685.4347507823,58.6854347507823
LiB,United States,2047,59866.437033489274,59.86643703348928
LiB,United States,2048,61449.59309039711,61.44959309039711
LiB,United States,2049,62660.56716043975,62.66056716043975
LiB,United States,2050,64016.53533756384,64.01653533756384
PHS,Brazil,2030,2593.6416304270338,2.5936416304270336
PHS,Brazil,2031,2593.620479663495,2.593620479663495
PHS,Brazil,2032,2593.0170491563895,2.5930170491563893
PHS,Brazil,2033,2593.122467670491,2.593122467670491
PHS,Brazil,2034,2593.0043891149367,2.593004389114937
PHS,Brazil,2035,2593.236263088703,2.593236263088703
PHS,Brazil,2036,2591.9854157773752,2.5919854157773754
PHS,Brazil,2037,2594.336160617472,2.594336160617472
PHS,Brazil,2038,2592.8996057824424,2.5928996057824425
PHS,Brazil,2039,2591.953466015217,2.5919534660152173
PHS,Brazil,2040,2592.215192412799,2.592215192412799
PHS,Brazil,2041,2592.344780881966,2.592344780881966
PHS,Brazil,2042,2590.995856008331,2.590995856008331
PHS,Brazil,2043,2592.8961155989505,2.5928961155989505
PHS,Brazil,2044,2592.9115884422213,2.592911588442221
PHS,Brazil,2045,2593.619820194385,2.5936198201943848
PHS,Brazil,2046,2592.608668024457,2.592608668024457
PHS,Brazil,2047,2591.786624948621,2.591786624948621
PHS,Brazil,2048,2593.695473596658,2.5936954735966578
PHS,Brazil,2049,2592.3858964850983,2.5923858964850983
PHS,Brazil,2050,2592.837890010295,2.5928378900102946
PHS,China,2030,383138.8947923271,383.13889479232705
PHS,China,2031,380890.47343968,380.89047343968
PHS,China,2032,383001.8748926616,383.0018748926616
PHS,China,2033,379634.0608595746,379.63406085957456
PHS,China,2034,381870.969140238,381.870969140238
PHS,China,2035,382051.052048859,382.051052048859
PHS,China,2036,380373.2770673481,380.3732770673481
PHS,China,2037,381945.738477061,381.94573847706096
PHS,China,2038,381749.16036747675,381.74916036747675
PHS,China,2039,380132.826243387,380.132826243387
PHS,China,2040,382997.4244578763,382.9974244578763
PHS,China,2041,382227.2778873608,382.2272778873608
PHS,China,2042,382053.5450762535,382.0535450762535
PHS,China,2043,382678.6425324823,382.6786425324823
PHS,China,2044,381418.43505993043,381.4184350599304
PHS,China,2045,382951.91624452174,382.9519162445217
PHS,China,2046,381858.0755583995,381.8580755583995
PHS,China,2047,381634.17615274136,381.63417615274136
PHS,China,2048,382838.52918325644,382.8385291832564
PHS,China,2049,383116.79626245034,383.11679626245035
PHS,China,2050,383296.4222093387,383.2964222093387
PHS,United Kingdom,2030,36701.26472092169,36.701264720921685
PHS,United Kingdom,2031,36666.21482671564,36.66621482671564
PHS,United Kingdom,2032,36884.292738871205,36.8842927388712
PHS,United Kingdom,2033,36906.539777575665,36.90653977757567
PHS,United Kingdom,2034,37019.89119797847,37.01989119797847
PHS,United Kingdom,2035,37027.265237373285,37.027265237373285
PHS,United Kingdom,2036,37155.194848961386,37.155194848961386
PHS,United Kingdom,2037,37213.5303263572,37.2135303263572
PHS,United Kingdom,2038,37228.172768129676,37.228172768129674
PHS,United Kingdom,2039,37332.742272768715,37.33274227276871
PHS,United Kingdom,2040,37383.43989446617,37.38343989446617
PHS,United Kingdom,2041,37508.152878141445,37.508152878141445
PHS,United Kingdom,2042,37581.47743572227,37.58147743572227
PHS,United Kingdom,2043,37647.29679744618,37.64729679744618
PHS,United Kingdom,2044,37665.29933919928,37.66529933919928
PHS,United Kingdom,2045,37872.5632620894,37.8725632620894
PHS,United Kingdom,2046,37810.08262012615,37.81008262012615
PHS,United Kingdom,2047,37912.0449453724,37.9120449453724
PHS,United Kingdom,2048,38089.60537241523,38.08960537241523
PHS,United Kingdom,2049,38081.57120002567,38.08157120002567
PHS,United Kingdom,2050,38140.065748748915,38.14006574874892
PHS,United States,2030,243987.54290747386,243.98754290747385
PHS,United States,2031,242182.82712833557,242.18282712833556
PHS,United States,2032,240708.43886523318,240.70843886523318
PHS,United States,2033,238331.7940144535,238.33179401445352
PHS,United States,2034,237496.28416268175,237.49628416268175
PHS,United States,2035,235614.98470013405,235.61498470013404
PHS,United States,2036,234271.33955544437,234.27133955544437
PHS,United States,2037,232532.07407747573,232.53207407747573
PHS,United States,2038,231414.57889423182,231.41457889423182
PHS,United States,2039,229351.3270951401,229.35132709514008
PHS,United States,2040,227174.2312657498,227.17423126574982
PHS,United States,2041,226605.48266109749,226.60548266109748
PHS,United States,2042,224598.69409643934,224.59869409643935
PHS,United States,2043,223431.75040169727,223.43175040169726
PHS,United States,2044,221753.08314407014,221.75308314407013
PHS,United States,2045,219979.74155977558,219.97974155977556
PHS,United States,2046,218973.6663963973,218.9736663963973
PHS,United States,2047,216995.52794523744,216.99552794523743
PHS,United States,2048,215020.4377710773,215.0204377710773
PHS,United States,2049,213745.66459335783,213.74566459335782
PHS,United States,2050,211850.31942548644,211.85031942548645
